Loyalty#,First Name,Last Name,Customer Name,Country,Province or State,City,Latitude,Longitude,Postal code,Gender,Education,Location Code,Income,Marital Status,LoyaltyStatus,EnrollmentDateOpening,CancellationDate,Customer Lifetime Value,EnrollmentType,IsActive,EndDate,CustomerTenureDays,total_flights,total_flights_with_companions,total_distance,total_points_accumulated,total_points_redeemed,total_cost_redeemed,points_redemption_ratio,companion_flight_ratio
993266,Carri,Negbenebor,Carri Negbenebor,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,male,Doctor,Suburban,15999.0,Married,Nova,2018-07-21,,22067.73,Standard,1,2025-10-13,2641,254,65,275005.7,27491.67,19163.5,188.0,0.6970656929899129,0.2559055118110236
808096,Dagny,Provent,Dagny Provent,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3Z3,female,College,Urban,0.0,Married,Nova,2017-09-16,,22103.51,Standard,1,2025-10-13,2949,252,45,432078.4,43197.74,10351.3,102.0,0.23962596191374827,0.17857142857142858
833322,Jennell,Decristofaro,Jennell Decristofaro,Canada,New Brunswick,Moncton,46.087818,-64.778229,E1A 2A7,female,College,Urban,0.0,Married,Nova,2018-06-30,,22103.51,Standard,1,2025-10-13,2662,182,25,367256.6,36716.86,4992.0,49.0,0.13595933857089088,0.13736263736263737
853438,Daron,Lacrosse,Daron Lacrosse,Canada,Ontario,Toronto,43.653225,-79.383186,P1J 8T7,female,College,Suburban,0.0,Married,Nova,2018-11-07,,22103.51,Standard,1,2025-10-13,2532,185,36,517864.0,51777.2,7872.0,77.0,0.1520360313033536,0.1945945945945946
887209,Valentine,Lavanchy,Valentine Lavanchy,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,male,College,Suburban,0.0,Married,Nova,2017-12-10,,22103.51,Standard,1,2025-10-13,2864,191,39,459910.7,45984.37,43635.1,432.9,0.9489115540780486,0.20418848167539266
912712,Waltraud,Cossette,Waltraud Cossette,Canada,Quebec,Hull,45.42873,-75.713364,J8Y 3Z5,male,College,Rural,0.0,Married,Nova,2019-05-30,,22103.51,Standard,1,2025-10-13,2328,163,55,418565.9,41850.19,34855.5,343.9,0.8328636022918892,0.3374233128834356
678991,Robbin,Moulds,Robbin Moulds,Canada,British Columbia,Vancouver,49.28273,-123.12074,V1E 4R6,female,Bachelor,Rural,65724.0,Single,Nova,2018-10-31,2019-06-30,22110.4,Standard,0,2019-06-30,242,0,0,0.0,0.0,0.0,0.0,0.0,0.0
895821,Ailene,Poorte,Ailene Poorte,Canada,Quebec,Montreal,45.50169,-73.567253,H2Y 2W2,female,Bachelor,Urban,58645.0,Married,Nova,2018-12-10,2019-12-13,22118.81,Standard,0,2019-12-13,368,0,0,0.0,0.0,0.0,0.0,0.0,0.0
479445,Fumiko,Dubberly,Fumiko Dubberly,Canada,Ontario,Toronto,43.653225,-79.383186,P1J 8T7,female,Bachelor,Suburban,78965.0,Married,Nova,2016-08-29,,22195.8,Standard,1,2025-10-13,3332,204,39,400692.4,40062.04,18833.3,187.7,0.47010336967363614,0.19117647058823528
757696,Reid,Scofield,Reid Scofield,Canada,British Columbia,Vancouver,49.28273,-123.12074,V1E 4R6,male,Bachelor,Rural,78965.0,Married,Nova,2015-09-03,,22195.8,Standard,1,2025-10-13,3693,156,64,527256.9,52717.59,9993.0,98.0,0.18955722368947445,0.41025641025641024
254361,Tajuana,Waterer,Tajuana Waterer,Canada,British Columbia,Kelowna,49.887951,-119.49601,V09 2E9,female,Bachelor,Rural,40450.0,Married,Nova,2015-12-18,,22207.83,Standard,1,2025-10-13,3587,191,48,263950.9,26388.39,5876.0,58.0,0.22267368338879334,0.2513089005235602
380262,Tamekia,Baumohl,Tamekia Baumohl,Canada,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,male,Bachelor,Suburban,37553.0,Single,Nova,2017-08-05,,22217.97,Standard,1,2025-10-13,2991,184,51,317490.6,31742.46,0.0,0.0,0.0,0.27717391304347827
274765,Latarsha,Kirshner,Latarsha Kirshner,Canada,Quebec,Montreal,45.50169,-73.567253,H2T 9K8,male,Bachelor,Rural,80355.0,Married,Nova,2021-07-06,2019-03-06,22235.01,Standard,0,2019-03-06,-853,48,10,36954.0,3694.0,0.0,0.0,0.0,0.20833333333333334
665024,Pa,Delamare,Pa Delamare,Canada,British Columbia,Whistler,50.116322,-122.95736,V6T 1Y8,female,Doctor,Rural,23444.0,Married,Nova,2019-11-24,,22256.69,Standard,1,2025-10-13,2150,169,50,323027.8,32296.68,0.0,0.0,0.0,0.2958579881656805
958544,Julieta,Haga,Julieta Haga,Canada,British Columbia,Victoria,48.428421,-123.36565,V10 6T5,female,Bachelor,Suburban,50398.0,Single,Nova,2017-02-14,,22261.02,Standard,1,2025-10-13,3163,161,50,458986.6,45891.76,15809.8,156.2,0.3445019323730447,0.3105590062111801
350631,Lamonica,Kumro,Lamonica Kumro,Canada,Quebec,Tremblant,46.118462,-74.596184,H5Y 2S9,male,Bachelor,Suburban,99241.0,Single,Nova,2017-10-03,,22325.83,Standard,1,2025-10-13,2932,199,44,473250.2,47316.22,21544.8,213.0,0.45533645756148733,0.22110552763819097
742321,Linwood,Mcneely,Linwood Mcneely,Canada,Quebec,Montreal,45.50169,-73.567253,H4G 3T4,female,Bachelor,Rural,49078.0,Single,Nova,2017-03-03,2020-04-30,22332.44,Standard,0,2020-04-30,1154,36,10,110834.6,11082.06,0.0,0.0,0.0,0.2777777777777778
746061,Nigel,Giardina,Nigel Giardina,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,female,Bachelor,Urban,49078.0,Single,Nova,2019-03-16,,22332.44,Standard,1,2025-10-13,2403,233,34,339394.1,33931.61,13776.0,136.0,0.40599311379566133,0.1459227467811159
830836,Rosio,Nadell,Rosio Nadell,Canada,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,female,Bachelor,Rural,49078.0,Single,Nova,2015-10-05,,22332.44,Standard,1,2025-10-13,3661,0,0,0.0,0.0,0.0,0.0,0.0,0.0
933208,Jaqueline,Alquicira,Jaqueline Alquicira,Canada,Ontario,Toronto,43.653225,-79.383186,P1J 8T7,male,College,Urban,0.0,Single,Nova,2018-07-06,,22337.16,Standard,1,2025-10-13,2656,194,45,439660.4,43958.24,0.0,0.0,0.0,0.23195876288659795
921624,Anamaria,Schrauger,Anamaria Schrauger,Canada,Manitoba,Winnipeg,49.895138,-97.138374,R2C 0M5,male,Bachelor,Suburban,78494.0,Married,Nova,2021-10-07,,22399.13,Standard,1,2025-10-13,1467,24,1,29345.0,2934.0,0.0,0.0,0.0,0.041666666666666664
312979,Angela,Braseth,Angela Braseth,Canada,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,male,College,Rural,0.0,Single,Nova,2016-08-12,,22445.28,Standard,1,2025-10-13,3349,206,45,429312.7,42925.07,3621.0,36.0,0.08435629807942072,0.21844660194174756
485745,Arthur,Cukaj,Arthur Cukaj,Canada,British Columbia,Dawson Creek,55.759628,-120.23766,U5I 4F1,female,Bachelor,Suburban,23046.0,Married,Nova,2017-08-25,,22563.62,Standard,1,2025-10-13,2971,199,53,298390.7,29832.67,7971.0,78.0,0.26719029842116043,0.2663316582914573
476652,Antonio,Montesdeoca,Antonio Montesdeoca,Canada,Manitoba,Winnipeg,49.895138,-97.138374,R2C 0M5,female,Bachelor,Suburban,49564.0,Single,Nova,2019-08-28,,22620.75,Standard,1,2025-10-13,2238,228,43,559690.4,55959.840000000004,10940.9,107.7,0.19551342534217395,0.18859649122807018
595083,Janene,Gilder,Janene Gilder,Canada,Quebec,Montreal,45.50169,-73.567253,H2Y 4R4,female,Bachelor,Urban,49564.0,Single,Nova,2018-03-18,,22620.75,2021 Promotion,1,2025-10-13,2766,213,39,432557.9,43248.59,5074.0,50.0,0.11732174389962773,0.18309859154929578
121856,Hal,Goleman,Hal Goleman,Canada,Saskatchewan,Regina,50.44521,-104.6189,S6J 3G0,male,Master,Urban,23665.0,Married,Nova,2020-04-17,,22658.54,Standard,1,2025-10-13,2005,90,14,214681.1,21462.71,0.0,0.0,0.0,0.15555555555555556
371969,Royce,Zortman,Royce Zortman,Canada,Ontario,Kingston,44.231171,-76.485954,M9K 2P4,female,Master,Suburban,23665.0,Married,Nova,2019-05-28,,22658.54,Standard,1,2025-10-13,2330,210,66,282923.0,28284.1,4966.6,49.4,0.17559689012554758,0.3142857142857143
428114,Annmarie,Carlston,Annmarie Carlston,Canada,Ontario,Toronto,43.653225,-79.383186,M8Y 4K8,female,Master,Suburban,23665.0,Married,Nova,2021-11-10,,22658.54,Standard,1,2025-10-13,1433,240,42,418821.6,41875.36,10012.4,97.5,0.23910003400567778,0.175
670981,Marva,Boulay,Marva Boulay,Canada,Saskatchewan,Regina,50.44521,-104.6189,S1J 3C5,male,Master,Suburban,23665.0,Married,Nova,2015-11-03,,22658.54,Standard,1,2025-10-13,3632,0,0,0.0,0.0,0.0,0.0,0.0,0.0
773571,Katharine,Porzio,Katharine Porzio,Canada,New Brunswick,Fredericton,45.963589,-66.643112,E3B 2H2,female,Master,Urban,23665.0,Married,Nova,2020-06-05,2021-02-05,22658.54,Standard,0,2021-02-05,245,32,13,129483.8,12947.08,0.0,0.0,0.0,0.40625
510865,Kasandra,Evins,Kasandra Evins,Canada,Quebec,Montreal,45.50169,-73.567253,H2T 9K8,male,Doctor,Rural,14119.0,Married,Nova,2019-01-15,,22712.02,Standard,1,2025-10-13,2463,188,67,475891.8,47582.88,21875.5,216.8,0.45973467768239334,0.35638297872340424
123727,Rey,Scheman,Rey Scheman,Canada,New Brunswick,Fredericton,45.963589,-66.643112,E3B 2H2,female,Bachelor,Rural,26900.0,Married,Nova,2021-05-14,,22721.24,Standard,1,2025-10-13,1613,71,17,124786.0,12477.0,4323.0,43.0,0.3464775186342871,0.23943661971830985
456958,Deane,Auch,Deane Auch,Canada,Quebec,Montreal,45.50169,-73.567253,H4G 3T4,male,Bachelor,Rural,26900.0,Married,Nova,2015-10-06,,22721.24,Standard,1,2025-10-13,3660,175,60,444278.5,44420.35,3410.0,34.0,0.07676661710229658,0.34285714285714286
508022,Sandy,Wagon,Sandy Wagon,Canada,Ontario,Toronto,43.653225,-79.383186,P1J 8T7,male,Bachelor,Suburban,68771.0,Divorced,Nova,2015-08-02,,22800.54,Standard,1,2025-10-13,3725,151,56,466110.0,46603.9,5774.1,57.0,0.12389735622984342,0.3708609271523179
787660,Jeanice,Bressler,Jeanice Bressler,Canada,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,female,Bachelor,Rural,68771.0,Divorced,Nova,2017-11-18,,22800.54,Standard,1,2025-10-13,2886,228,52,392129.7,39205.57,14855.4,147.2,0.3789104456331077,0.22807017543859648
329839,Bruna,Rehm,Bruna Rehm,Canada,Ontario,Toronto,43.653225,-79.383186,P2T 6G3,female,Master,Suburban,10337.0,Married,Nova,2019-06-24,,22806.47,Standard,1,2025-10-13,2303,246,56,413740.8,41366.68,11512.2,113.7,0.27829644535166953,0.22764227642276422
917685,Dara,Wolfgramm,Dara Wolfgramm,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,male,Master,Suburban,10337.0,Married,Nova,2021-12-16,,22806.47,Standard,1,2025-10-13,1397,147,52,416991.4,41692.84,21090.7,208.5,0.5058590395856939,0.35374149659863946
352053,Adelaida,Donoso,Adelaida Donoso,Canada,Quebec,Montreal,45.50169,-73.567253,H4G 3T4,male,Bachelor,Rural,89384.0,Married,Nova,2017-11-02,,22837.14,Standard,1,2025-10-13,2902,240,41,440396.8,44031.88,15591.6,155.6,0.35409798536878284,0.17083333333333334
630338,Ellsworth,Sliman,Ellsworth Sliman,Canada,Ontario,Toronto,43.653225,-79.383186,M1R 4K3,male,High School or Below,Urban,20832.0,Married,Nova,2018-10-13,,22855.61,Standard,1,2025-10-13,2557,199,26,399200.9,39913.29,9311.9,93.1,0.23330324310524136,0.1306532663316583
784490,Deedee,Eversole,Deedee Eversole,Canada,Alberta,Calgary,51.048615,-114.07085,T3E 2V9,male,High School or Below,Suburban,20832.0,Married,Nova,2019-07-11,,22855.61,Standard,1,2025-10-13,2286,272,88,338190.4,33810.04,27714.4,272.1,0.8197091751444245,0.3235294117647059
175954,Lavone,Hendrixson,Lavone Hendrixson,Canada,Quebec,Montreal,45.50169,-73.567253,H2T 2J6,male,Bachelor,Rural,52993.0,Married,Nova,2018-12-27,,22940.38,Standard,1,2025-10-13,2482,212,65,508670.3,50859.23,5318.1,51.3,0.10456509074164119,0.30660377358490565
988043,Krishna,Rathai,Krishna Rathai,Canada,Quebec,Montreal,45.50169,-73.567253,H2Y 2W2,male,Bachelor,Urban,97460.0,Married,Nova,2015-10-14,,23020.89,Standard,1,2025-10-13,3652,181,13,269552.8,26947.48,6623.4,64.6,0.24578921665402478,0.0718232044198895
536371,Krista,Perritt,Krista Perritt,Canada,British Columbia,West Vancouver,49.328625,-123.16019,V6V 8Z3,female,Bachelor,Rural,69240.0,Single,Nova,2021-06-07,,23086.36,Standard,1,2025-10-13,1589,30,7,70494.0,7047.0,0.0,0.0,0.0,0.23333333333333334
966350,Pei,Faull,Pei Faull,Canada,Ontario,Toronto,43.653225,-79.383186,P5S 6R4,female,College,Suburban,0.0,Single,Nova,2017-02-11,2020-06-28,23142.15,Standard,0,2020-06-28,1233,38,15,120796.3,12078.93,0.0,0.0,0.0,0.39473684210526316
702522,Kandace,Sieg,Kandace Sieg,Canada,Ontario,Toronto,43.653225,-79.383186,P1L 8X8,male,Bachelor,Urban,89918.0,Divorced,Nova,2018-07-29,,23207.25,Standard,1,2025-10-13,2633,211,23,329239.4,32916.54,0.0,0.0,0.0,0.10900473933649289
529085,Luella,Copp,Luella Copp,Canada,Ontario,Toronto,43.653225,-79.383186,M8Y 4K8,female,Bachelor,Suburban,45039.0,Married,Nova,2015-10-18,,23207.27,Standard,1,2025-10-13,3648,192,52,371001.2,37093.62,10455.7,104.5,0.28187327092907083,0.2708333333333333
604332,Marcelene,Nothum,Marcelene Nothum,Canada,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,male,Bachelor,Suburban,60233.0,Married,Nova,2019-08-19,,23208.39,Standard,1,2025-10-13,2247,163,10,320665.8,32060.579999999998,0.0,0.0,0.0,0.06134969325153374
442695,Lael,Geris,Lael Geris,Canada,Ontario,Toronto,43.653225,-79.383186,P1J 8T7,male,Bachelor,Suburban,53243.0,Single,Nova,2021-09-04,,23228.24,Standard,1,2025-10-13,1500,21,9,32705.0,3269.0,4022.0,40.0,1.2303456714591618,0.42857142857142855
971107,Marinda,Whitsett,Marinda Whitsett,Canada,British Columbia,Vancouver,49.28273,-123.12074,V1E 4R6,male,Bachelor,Rural,53243.0,Single,Nova,2016-10-04,,23228.24,Standard,1,2025-10-13,3296,207,60,324932.1,32485.11,5606.0,56.0,0.1725713719300935,0.2898550724637681
838270,Joellen,Wohl,Joellen Wohl,Canada,Alberta,Calgary,51.048615,-114.07085,T3E 2V9,male,Bachelor,Rural,69906.0,Married,Nova,2018-04-08,,23444.9,Standard,1,2025-10-13,2745,251,50,420722.3,42063.63,12070.6,119.6,0.28696049294842124,0.199203187250996
552568,Barbara,Kollmorgen,Barbara Kollmorgen,Canada,Ontario,Toronto,43.653225,-79.383186,M8Y 4K8,female,Bachelor,Urban,36537.0,Single,Nova,2021-12-10,,23515.85,Standard,1,2025-10-13,1403,0,0,0.0,0.0,0.0,0.0,0.0,0.0
919329,Hai,Rubalcava,Hai Rubalcava,Canada,New Brunswick,Fredericton,45.963589,-66.643112,E3B 2H2,female,Bachelor,Urban,33747.0,Married,Nova,2018-06-13,,23536.75,Standard,1,2025-10-13,2679,201,58,406215.9,40613.99,6497.0,64.0,0.1599695080439031,0.2885572139303483
930325,Alethea,Dwane,Alethea Dwane,Canada,New Brunswick,Fredericton,45.963589,-66.643112,E3B 2H2,female,Bachelor,Urban,31157.0,Married,Nova,2016-08-06,,23554.39,Standard,1,2025-10-13,3355,207,24,369313.6,36922.46,4710.1,45.6,0.12756733977096868,0.11594202898550725
375909,Paris,Popwell,Paris Popwell,Canada,Alberta,Edmonton,53.544388,-113.49093,T3G 6Y6,male,Bachelor,Urban,76358.0,Married,Nova,2018-05-15,,23594.68,Standard,1,2025-10-13,2708,274,59,361865.0,36177.8,25591.7,254.0,0.7073868504994776,0.21532846715328466
477739,Sena,Harwick,Sena Harwick,Canada,Ontario,Kingston,44.231171,-76.485954,M9K 2P4,male,Bachelor,Urban,76358.0,Married,Nova,2018-10-21,,23594.68,Standard,1,2025-10-13,2549,219,29,296853.6,29680.16,0.0,0.0,0.0,0.1324200913242009
643507,Jerry,Guilianelli,Jerry Guilianelli,Canada,Ontario,Toronto,43.653225,-79.383186,M2M 7K8,male,Bachelor,Suburban,76358.0,Married,Nova,2020-07-21,,23594.68,Standard,1,2025-10-13,1910,127,9,226614.4,22656.64,0.0,0.0,0.0,0.07086614173228346
464962,Shaina,Petela,Shaina Petela,Canada,Ontario,Toronto,43.653225,-79.383186,M1R 4K3,male,College,Suburban,0.0,Single,Nova,2015-12-07,,23706.11,Standard,1,2025-10-13,3598,202,27,406646.3,40656.53,6321.3,62.7,0.1554805587195956,0.13366336633663367
829886,Vertie,Eleby,Vertie Eleby,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,male,Bachelor,Rural,28025.0,Married,Nova,2015-08-05,,23740.12,Standard,1,2025-10-13,3722,201,41,440867.5,44077.85,19301.6,192.0,0.4378979464742495,0.20398009950248755
183948,Yun,Lies,Yun Lies,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,female,Bachelor,Urban,33032.0,Married,Nova,2017-09-20,,23777.81,Standard,1,2025-10-13,2945,252,50,368335.5,36824.25,9255.0,92.0,0.25132894763640806,0.1984126984126984
818886,Leeann,Kenna,Leeann Kenna,Canada,British Columbia,West Vancouver,49.328625,-123.16019,V6V 8Z3,female,Bachelor,Rural,39837.0,Married,Nova,2016-02-21,2019-10-11,23893.3,Standard,0,2019-10-11,1328,0,0,0.0,0.0,0.0,0.0,0.0,0.0
231462,Dianna,Geldrich,Dianna Geldrich,Canada,Manitoba,Winnipeg,49.895138,-97.138374,R2C 0M5,male,College,Suburban,0.0,Single,Nova,2017-07-02,,23895.68,Standard,1,2025-10-13,3025,165,51,378759.0,37869.0,8748.0,86.0,0.23100689218093956,0.3090909090909091
605500,Rosina,Pinnock,Rosina Pinnock,Canada,Ontario,Ottawa,45.421532,-75.697189,K1F 2R2,female,College,Suburban,0.0,Married,Nova,2019-01-26,,23903.68,Standard,1,2025-10-13,2452,273,56,464633.6,46453.36,6474.0,64.0,0.13936559163858114,0.20512820512820512
602685,Claudia,Learman,Claudia Learman,Canada,Ontario,Toronto,43.653225,-79.383186,M8Y 4K8,male,Bachelor,Urban,39335.0,Married,Nova,2018-10-01,,23950.37,Standard,1,2025-10-13,2569,229,43,385784.1,38566.81,13914.3,137.8,0.3607843116918407,0.18777292576419213
183388,Erin,Badini,Erin Badini,Canada,Quebec,Montreal,45.50169,-73.567253,H2T 9K8,male,College,Suburban,0.0,Single,Nova,2020-10-28,2021-09-09,24096.24,Standard,0,2021-09-09,316,71,9,103406.6,10337.06,3535.0,35.0,0.3419734431259952,0.1267605633802817
628840,Salley,Debeaumont,Salley Debeaumont,Canada,British Columbia,Whistler,50.116322,-122.95736,V6T 1Y8,male,College,Rural,0.0,Single,Nova,2021-06-25,,24096.24,Standard,1,2025-10-13,1571,41,17,81626.0,8161.0,0.0,0.0,0.0,0.4146341463414634
170982,Elin,Standard,Elin Standard,Canada,Quebec,Montreal,45.50169,-73.567253,H2Y 4R4,male,High School or Below,Rural,14072.0,Divorced,Nova,2021-12-30,,24127.5,Standard,1,2025-10-13,1383,0,0,0.0,0.0,0.0,0.0,0.0,0.0
314589,Kerry,Dunstan,Kerry Dunstan,Canada,Quebec,Quebec City,46.813877,-71.207977,G1B 3L5,male,Bachelor,Rural,53691.0,Divorced,Nova,2017-06-11,,24138.06,Standard,1,2025-10-13,3046,221,50,411116.4,41103.74,10733.1,106.4,0.26112222391441753,0.22624434389140272
892258,Leia,Demeritt,Leia Demeritt,Canada,Ontario,Toronto,43.653225,-79.383186,M2M 6J7,male,College,Urban,0.0,Single,Nova,2018-11-11,,24143.88,Standard,1,2025-10-13,2528,207,30,352337.0,35225.2,0.0,0.0,0.0,0.14492753623188406
158969,Chere,Bonifacio,Chere Bonifacio,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,male,Bachelor,Rural,32989.0,Married,Nova,2016-04-28,,24186.88,Standard,1,2025-10-13,3455,210,50,296891.2,29681.42,0.0,0.0,0.0,0.23809523809523808
101544,Xavier,Niewiadomski,Xavier Niewiadomski,Canada,Quebec,Montreal,45.50169,-73.567253,H2Y 2W2,female,Bachelor,Suburban,33651.0,Married,Nova,2017-04-09,,24249.34,Standard,1,2025-10-13,3109,181,42,342996.1,34293.409999999996,14158.0,139.0,0.4128489992683726,0.23204419889502761
638495,Stephnie,Derosset,Stephnie Derosset,Canada,British Columbia,Whistler,50.116322,-122.95736,V6T 1Y8,female,Bachelor,Rural,33651.0,Married,Nova,2016-01-18,,24249.34,Standard,1,2025-10-13,3556,168,32,350894.1,35083.51,7224.0,72.0,0.20590870183741591,0.19047619047619047
815207,Maisha,Schultes,Maisha Schultes,Canada,Alberta,Banff,51.178398,-115.5708,T4V 1D4,male,Bachelor,Urban,66525.0,Married,Nova,2021-04-11,,24261.02,2021 Promotion,1,2025-10-13,1646,210,47,370363.7,37027.07,3497.0,34.0,0.09444441593677275,0.22380952380952382
890936,Felicitas,Heesch,Felicitas Heesch,Canada,Ontario,Toronto,43.653225,-79.383186,M1R 4K3,female,Bachelor,Urban,66525.0,Married,Nova,2018-05-26,,24261.02,Standard,1,2025-10-13,2697,227,33,418779.5,41871.45,13172.7,129.9,0.3145986107478963,0.14537444933920704
666337,Lenore,Petrosyan,Lenore Petrosyan,Canada,Quebec,Montreal,45.50169,-73.567253,H2Y 4R4,female,Master,Suburban,20983.0,Single,Nova,2016-04-01,,24278.1,Standard,1,2025-10-13,3482,196,47,333460.0,33339.6,20410.1,202.8,0.6121879086731694,0.23979591836734693
832566,Tova,Scro,Tova Scro,Canada,Prince Edward Island,Charlottetown,46.238239,-63.131069,C1A 6E8,female,Bachelor,Suburban,73692.0,Married,Nova,2017-10-15,,24338.51,Standard,1,2025-10-13,2920,228,47,476644.4,47656.44,26953.4,267.9,0.5655772860918692,0.20614035087719298
101895,Rosario,Sloop,Rosario Sloop,Canada,Ontario,Ottawa,45.421532,-75.697189,K1F 2R2,female,Bachelor,Urban,68297.0,Single,Nova,2016-02-28,,24543.2,Standard,1,2025-10-13,3515,164,28,357163.4,35706.44,0.0,0.0,0.0,0.17073170731707318
120635,Lucinda,Dilliard,Lucinda Dilliard,Canada,Quebec,Montreal,45.50169,-73.567253,H2T 2J6,female,Bachelor,Urban,73716.0,Married,Nova,2018-12-19,2019-08-19,24636.97,Standard,0,2019-08-19,243,0,0,0.0,0.0,0.0,0.0,0.0,0.0
968064,Jeanna,Farrior,Jeanna Farrior,Canada,Quebec,Montreal,45.50169,-73.567253,H4G 3T4,female,High School or Below,Rural,22070.0,Married,Nova,2020-12-30,,24660.49,Standard,1,2025-10-13,1748,86,30,145612.0,14556.0,15532.0,154.0,1.0670513877438856,0.3488372093023256
741138,Mitzie,Nevils,Mitzie Nevils,Canada,Ontario,Toronto,43.653225,-79.383186,M2M 7K8,male,Bachelor,Urban,24213.0,Single,Nova,2020-06-26,,24709.6,Standard,1,2025-10-13,1935,118,31,235872.2,23582.12,0.0,0.0,0.0,0.2627118644067797
851421,Elwanda,Lemoine,Elwanda Lemoine,Canada,New Brunswick,Fredericton,45.963589,-66.643112,E3B 2H2,male,College,Urban,0.0,Married,Nova,2018-04-24,,24868.24,Standard,1,2025-10-13,2729,179,36,342185.0,34211.0,3605.0,36.0,0.10537546403203647,0.2011173184357542
396998,Vella,Quinteros,Vella Quinteros,Canada,Quebec,Montreal,45.50169,-73.567253,H2T 2J6,female,Bachelor,Rural,66825.0,Married,Nova,2020-03-24,,24967.76,Standard,1,2025-10-13,2029,127,36,196347.6,19628.26,5504.3,53.2,0.2804273022672412,0.28346456692913385
925573,Tequila,Vawter,Tequila Vawter,Canada,British Columbia,West Vancouver,49.328625,-123.16019,V6V 8Z3,male,Bachelor,Urban,66825.0,Married,Nova,2020-03-22,,24967.76,Standard,1,2025-10-13,2031,198,16,449399.3,44931.229999999996,3852.0,38.0,0.08573101604385192,0.08080808080808081
977178,Fabian,Wilkos,Fabian Wilkos,Canada,Quebec,Montreal,45.50169,-73.567253,H2Y 2W2,male,Bachelor,Suburban,26292.0,Married,Nova,2019-02-20,,25030.38,Standard,1,2025-10-13,2427,162,70,326129.5,32607.65,20730.9,205.2,0.6357679869601152,0.43209876543209874
776547,Kiara,Millsap,Kiara Millsap,Canada,British Columbia,Victoria,48.428421,-123.36565,V10 6T5,female,High School or Below,Suburban,24410.0,Married,Nova,2018-01-01,,25107.1,Standard,1,2025-10-13,2842,137,61,299446.0,29939.7,19765.7,195.7,0.6601836357745736,0.44525547445255476
210725,Faith,Berge,Faith Berge,Canada,Quebec,Montreal,45.50169,-73.567253,H2T 9K8,male,Bachelor,Urban,44096.0,Divorced,Nova,2016-12-16,,25253.1,Standard,1,2025-10-13,3223,191,31,400706.8,40061.28,0.0,0.0,0.0,0.16230366492146597
434679,Melba,Decato,Melba Decato,Canada,Ontario,Toronto,43.653225,-79.383186,P1L 8X8,male,Bachelor,Urban,21442.0,Married,Nova,2015-06-21,,25360.1,Standard,1,2025-10-13,3767,238,79,414722.2,41465.02,11322.0,110.8,0.27304942816861055,0.3319327731092437
531290,Alane,Grether,Alane Grether,Canada,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,female,Bachelor,Suburban,21442.0,Married,Nova,2020-11-15,,25360.1,Standard,1,2025-10-13,1793,92,14,153641.0,15360.3,4722.0,47.0,0.30741587078377375,0.15217391304347827
987347,Laurence,Demartino,Laurence Demartino,Canada,British Columbia,Victoria,48.428421,-123.36565,V10 6T5,female,Bachelor,Suburban,36800.0,Single,Nova,2015-12-08,,25401.52,Standard,1,2025-10-13,3597,172,51,403516.1,40345.51,12858.7,126.0,0.3187145236235705,0.29651162790697677
116238,Gil,Rigaud,Gil Rigaud,Canada,Saskatchewan,Regina,50.44521,-104.6189,S1J 3C5,male,Master,Suburban,13663.0,Single,Nova,2021-07-14,,25464.82,Standard,1,2025-10-13,1552,52,14,67729.0,6771.0,6798.0,67.0,1.0039875941515286,0.2692307692307692
713067,Linwood,Landram,Linwood Landram,Canada,Nova Scotia,Halifax,44.648766,-63.575237,B3J 9S2,male,Master,Urban,13663.0,Single,Nova,2019-05-13,2020-01-13,25464.82,Standard,0,2020-01-13,245,9,1,18821.4,1881.54,7421.4,74.1,3.944322204151918,0.1111111111111111
777300,Luann,Asner,Luann Asner,Canada,Quebec,Montreal,45.50169,-73.567253,H2T 2J6,male,Master,Urban,13663.0,Single,Nova,2017-08-28,,25464.82,Standard,1,2025-10-13,2968,265,91,546046.7,54594.47,25909.8,253.9,0.47458652863559253,0.3433962264150943
518677,Josephine,Drawhorn,Josephine Drawhorn,Canada,Ontario,Toronto,43.653225,-79.383186,M1R 4K3,male,College,Urban,0.0,Married,Nova,2018-04-01,,25585.73,Standard,1,2025-10-13,2752,201,35,475010.5,47496.35,22741.3,226.3,0.47880100260335795,0.17412935323383086
130032,Paulene,Donelon,Paulene Donelon,Canada,New Brunswick,Fredericton,45.963589,-66.643112,E3B 2H2,female,Doctor,Rural,24695.0,Married,Nova,2021-03-11,,25640.24,2021 Promotion,1,2025-10-13,1677,134,23,442409.3,44235.53,0.0,0.0,0.0,0.17164179104477612
