Loyalty#,First Name,Last Name,Customer Name,Country,Province or State,City,Latitude,Longitude,Postal code,Gender,Education,Location Code,Income,Marital Status,LoyaltyStatus,EnrollmentDateOpening,CancellationDate,Customer Lifetime Value,EnrollmentType,IsActive
347227,Destiny,Rado,Destiny Rado,Canada,Quebec,Montreal,45.50169,-73.567253,H2Y 4R4,female,Bachelor,Rural,70911.0,Single,Star,2/2/2021,,2386.2,2021 Promotion,1
556778,Raylene,Rohlman,Raylene Rohlman,Canada,Alberta,Peace River,56.23418,-117.28938,T9O 2W2,female,Doctor,Suburban,27592.0,Married,Star,8/14/2016,,2387.61,Standard,1
845819,Li,Costeira,Li Costeira,Canada,Ontario,Toronto,43.653225,-79.383186,M2M 7K8,male,Doctor,Suburban,27592.0,Married,Star,4/17/2020,,2387.61,Standard,1
881846,Kanisha,Tschetter,Kanisha Tschetter,Canada,Ontario,London,42.984924,-81.245277,M5B 3E4,female,College,Rural,0.0,Single,Star,8/1/2017,,2387.86,Standard,1
308255,Annika,Stirna,Annika Stirna,Canada,Ontario,Toronto,43.653225,-79.383186,P1W 1K4,female,College,Urban,0.0,Single,Star,11/12/2020,,2388.35,Standard,1
420243,Frankie,Awender,Frankie Awender,Canada,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,female,College,Urban,0.0,Single,Star,9/12/2021,,2388.35,Standard,1
195977,Emerald,Hirpara,Emerald Hirpara,Canada,Ontario,Toronto,43.653225,-79.383186,P1L 8X8,female,College,Suburban,0.0,Married,Star,3/15/2020,,2388.95,Standard,1
693665,Pura,Liscio,Pura Liscio,Canada,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,male,College,Rural,0.0,Married,Star,1/28/2018,,2388.95,Standard,1
141877,Hyon,Eredia,Hyon Eredia,Canada,Quebec,Montreal,45.50169,-73.567253,H2T 9K8,female,Bachelor,Rural,20484.0,Married,Star,2/12/2017,,2389.31,Standard,1
928292,Onie,Mcelheny,Onie Mcelheny,Canada,British Columbia,Whistler,50.116322,-122.95736,V6T 1Y8,male,Bachelor,Suburban,20484.0,Married,Star,4/1/2019,,2389.31,Standard,1
435129,Neta,Slark,Neta Slark,Canada,Ontario,Toronto,43.653225,-79.383186,M2P 4F6,female,Bachelor,Suburban,58652.0,Married,Star,3/2/2020,,2389.77,Standard,1
898552,Shay,Vora,Shay Vora,Canada,British Columbia,Dawson Creek,55.759628,-120.23766,U5I 4F1,female,Bachelor,Urban,58652.0,Married,Star,6/12/2020,,2389.77,Standard,1
317689,Manda,Danziger,Manda Danziger,Canada,Ontario,Toronto,43.653225,-79.383186,M2M 7K8,female,Bachelor,Suburban,27615.0,Married,Star,8/27/2015,,2389.98,Standard,1
787833,Han,Dohrman,Han Dohrman,Canada,Alberta,Edmonton,53.544388,-113.49093,T3G 6Y6,female,Bachelor,Suburban,27615.0,Married,Star,5/30/2019,,2389.98,Standard,1
637100,Enda,Skotnicki,Enda Skotnicki,Canada,Alberta,Banff,51.178398,-115.5708,T4V 1D4,female,Doctor,Urban,17870.0,Married,Star,8/24/2016,11/14/2018,2392.11,Standard,0
690029,Doris,Coral,Doris Coral,Canada,Ontario,Toronto,43.653225,-79.383186,M1R 4K3,male,Doctor,Rural,17870.0,Married,Star,5/15/2017,,2392.11,Standard,1
215840,Laverne,Sicari,Laverne Sicari,Canada,British Columbia,Vancouver,49.28273,-123.12074,V1E 4R6,male,College,Urban,0.0,Divorced,Star,1/16/2016,,2392.13,Standard,1
630071,Marita,Sernas,Marita Sernas,Canada,Ontario,Toronto,43.653225,-79.383186,P1J 8T7,female,College,Urban,0.0,Divorced,Star,7/2/2018,,2392.13,Standard,1
298344,Alvin,Fruusto,Alvin Fruusto,Canada,British Columbia,Whistler,50.116322,-122.95736,V6T 1Y8,male,High School or Below,Urban,28646.0,Married,Star,12/30/2015,,2393.04,Standard,1
929231,Jeff,Karkut,Jeff Karkut,Canada,Quebec,Montreal,45.50169,-73.567253,H2Y 2W2,female,High School or Below,Suburban,28646.0,Married,Star,2/13/2017,10/13/2017,2393.04,Standard,0
243965,Valentine,Fullwiler,Valentine Fullwiler,Canada,Quebec,Tremblant,46.118462,-74.596184,H5Y 2S9,female,High School or Below,Suburban,22981.0,Single,Star,7/10/2021,,2393.12,Standard,1
595775,Sharen,Sothen,Sharen Sothen,Canada,New Brunswick,Moncton,46.087818,-64.778229,E1A 2A7,male,High School or Below,Suburban,22981.0,Single,Star,12/9/2021,,2393.12,Standard,1
123667,Lawanna,Debona,Lawanna Debona,Canada,Nova Scotia,Halifax,44.648766,-63.575237,B3C 2M8,male,Bachelor,Urban,58237.0,Divorced,Star,7/19/2016,,2393.81,Standard,1
340723,Joleen,Pierpoint,Joleen Pierpoint,Canada,Quebec,Quebec City,46.813877,-71.207977,G1B 3L5,female,Bachelor,Rural,58237.0,Divorced,Star,7/13/2021,,2393.81,Standard,1
117975,Stefanie,Evanchyk,Stefanie Evanchyk,Canada,Ontario,Kingston,44.231171,-76.485954,M9K 2P4,male,College,Rural,0.0,Single,Star,11/8/2019,2/21/2020,2393.92,Standard,0
300818,Abdul,Anspach,Abdul Anspach,Canada,British Columbia,Whistler,50.116322,-122.95736,V6T 1Y8,male,College,Rural,0.0,Single,Star,7/1/2018,,2393.92,Standard,1
313571,Diedra,Battiata,Diedra Battiata,Canada,Quebec,Montreal,45.50169,-73.567253,H2T 9K8,female,College,Suburban,0.0,Single,Star,7/5/2015,,2393.92,Standard,1
353032,Gabrielle,Genet,Gabrielle Genet,Canada,British Columbia,West Vancouver,49.328625,-123.16019,V6V 8Z3,female,College,Suburban,0.0,Single,Star,6/27/2018,,2393.92,Standard,1
371065,Mona,Revels,Mona Revels,Canada,Quebec,Montreal,45.50169,-73.567253,H2T 9K8,male,College,Suburban,0.0,Single,Star,11/15/2017,,2393.92,Standard,1
455892,Shila,Fouyer,Shila Fouyer,Canada,Alberta,Edmonton,53.544388,-113.49093,T9G 1W3,female,College,Rural,0.0,Single,Star,3/15/2021,,2393.92,2021 Promotion,1
645078,Amee,Brzoska,Amee Brzoska,Canada,Alberta,Banff,51.178398,-115.5708,T4V 1D4,female,College,Urban,0.0,Single,Star,11/5/2021,,2393.92,Standard,1
685653,Carmelia,Pachero,Carmelia Pachero,Canada,Quebec,Montreal,45.50169,-73.567253,H2Y 4R4,male,College,Suburban,0.0,Single,Star,5/19/2016,10/24/2016,2393.92,Standard,0
727415,Esta,Gobeli,Esta Gobeli,Canada,Manitoba,Winnipeg,49.895138,-97.138374,R3R 3T4,male,College,Suburban,0.0,Single,Star,7/11/2019,,2393.92,Standard,1
777540,Lucila,Tognetti,Lucila Tognetti,Canada,Ontario,Toronto,43.653225,-79.383186,M1R 4K3,female,College,Urban,0.0,Single,Star,7/22/2017,,2393.92,Standard,1
944855,Alease,Saulsberry,Alease Saulsberry,Canada,Saskatchewan,Regina,50.44521,-104.6189,S6J 3G0,female,College,Suburban,0.0,Single,Star,6/20/2015,,2393.92,Standard,1
957686,Gregg,Scheyer,Gregg Scheyer,Canada,Ontario,Toronto,43.653225,-79.383186,M2M 7K8,female,College,Urban,0.0,Single,Star,5/14/2015,,2393.92,Standard,1
118355,Phoebe,Capitani,Phoebe Capitani,Canada,Quebec,Montreal,45.50169,-73.567253,H2T 9K8,female,Doctor,Suburban,21986.0,Divorced,Star,8/3/2020,,2395.57,Standard,1
128753,Jerrica,Chaton,Jerrica Chaton,Canada,Ontario,Toronto,43.653225,-79.383186,P1J 8T7,female,Doctor,Suburban,21986.0,Divorced,Star,11/6/2021,,2395.57,Standard,1
268145,Ebony,Kroetch,Ebony Kroetch,Canada,Ontario,Toronto,43.653225,-79.383186,P2T 6G3,female,Doctor,Rural,21986.0,Divorced,Star,8/29/2015,,2395.57,Standard,1
281064,Drusilla,Martischnig,Drusilla Martischnig,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,male,Doctor,Suburban,21986.0,Divorced,Star,1/16/2019,,2395.57,Standard,1
294849,Roberta,Syck,Roberta Syck,Canada,Ontario,Kingston,44.231171,-76.485954,M9K 2P4,male,Doctor,Rural,21986.0,Divorced,Star,8/14/2020,,2395.57,Standard,1
534649,Isaiah,Callez,Isaiah Callez,Canada,Manitoba,Winnipeg,49.895138,-97.138374,R2C 0M5,male,Doctor,Suburban,21986.0,Divorced,Star,9/13/2018,,2395.57,Standard,1
560024,Kathrin,Babicke,Kathrin Babicke,Canada,British Columbia,Whistler,50.116322,-122.95736,V6T 1Y8,female,Doctor,Suburban,21986.0,Divorced,Star,5/29/2017,,2395.57,Standard,1
681785,Wendi,Schellenberg,Wendi Schellenberg,Canada,British Columbia,Vancouver,49.28273,-123.12074,V1E 4R6,male,Doctor,Urban,21986.0,Divorced,Star,6/23/2017,,2395.57,Standard,1
781227,Toni,Withington,Toni Withington,Canada,Ontario,Ottawa,45.421532,-75.697189,K1F 2R2,male,Doctor,Suburban,21986.0,Divorced,Star,7/2/2021,,2395.57,Standard,1
944035,Kati,Terrill,Kati Terrill,Canada,Quebec,Montreal,45.50169,-73.567253,H2Y 4R4,male,Doctor,Urban,21986.0,Divorced,Star,12/16/2019,,2395.57,Standard,1
988419,Doretta,Seemann,Doretta Seemann,Canada,Saskatchewan,Regina,50.44521,-104.6189,S6J 3G0,female,Doctor,Rural,21986.0,Divorced,Star,3/25/2021,11/25/2021,2395.57,2021 Promotion,0
835683,Dortha,Hoff,Dortha Hoff,Canada,Ontario,London,42.984924,-81.245277,M5B 3E4,male,Bachelor,Urban,38460.0,Divorced,Star,5/16/2019,,2395.97,Standard,1
629177,Yolande,Kiyuna,Yolande Kiyuna,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,male,Bachelor,Urban,39062.0,Divorced,Star,5/9/2016,,2396.19,Standard,1
765747,Renato,Leingang,Renato Leingang,Canada,Ontario,Toronto,43.653225,-79.383186,P2T 6G3,female,Bachelor,Urban,39062.0,Divorced,Star,1/5/2016,,2396.19,Standard,1
110296,Maryrose,Cowens,Maryrose Cowens,Canada,Quebec,Montreal,45.50169,-73.567253,H4G 3T4,male,College,Urban,0.0,Married,Star,11/16/2016,,2396.22,Standard,1
280641,Kerrie,Kersten,Kerrie Kersten,Canada,Quebec,Quebec City,46.813877,-71.207977,G1B 3L5,female,College,Suburban,0.0,Married,Star,11/14/2018,,2396.22,Standard,1
310911,Robert,Osequera,Robert Osequera,Canada,New Brunswick,Moncton,46.087818,-64.778229,E1A 2A7,female,College,Rural,0.0,Married,Star,1/30/2021,,2396.22,Standard,1
567571,Isela,Lundby,Isela Lundby,Canada,Saskatchewan,Regina,50.44521,-104.6189,S1J 3C5,male,College,Rural,0.0,Married,Star,2/22/2019,,2396.22,Standard,1
601681,Sophie,Patlan,Sophie Patlan,Canada,Nova Scotia,Halifax,44.648766,-63.575237,B3C 2M8,male,College,Suburban,0.0,Married,Star,9/14/2018,,2396.22,Standard,1
710115,Leticia,Genzel,Leticia Genzel,Canada,New Brunswick,Fredericton,45.963589,-66.643112,E3B 2H2,male,College,Suburban,0.0,Married,Star,2/12/2020,,2396.22,Standard,1
721437,Shanika,Burgh,Shanika Burgh,Canada,Quebec,Montreal,45.50169,-73.567253,H2Y 2W2,female,College,Rural,0.0,Married,Star,8/23/2020,,2396.22,Standard,1
755533,Ileen,Russo,Ileen Russo,Canada,Quebec,Tremblant,46.118462,-74.596184,H5Y 2S9,male,College,Rural,0.0,Married,Star,5/8/2017,,2396.22,Standard,1
769709,Mildred,Icenhour,Mildred Icenhour,Canada,Nova Scotia,Halifax,44.648766,-63.575237,B3J 9S2,female,College,Rural,0.0,Married,Star,4/10/2017,,2396.22,Standard,1
784380,Angelica,Garnes,Angelica Garnes,Canada,Ontario,Toronto,43.653225,-79.383186,P1J 8T7,male,College,Suburban,0.0,Married,Star,5/26/2021,,2396.22,Standard,1
860602,Tamisha,Mohmand,Tamisha Mohmand,Canada,British Columbia,Vancouver,49.28273,-123.12074,V1E 4R6,female,College,Suburban,0.0,Married,Star,7/19/2018,,2396.22,Standard,1
974758,Lanette,Howsare,Lanette Howsare,Canada,Manitoba,Winnipeg,49.895138,-97.138374,R2C 0M5,male,College,Suburban,0.0,Married,Star,2/17/2021,,2396.22,2021 Promotion,1
355628,Candida,Postley,Candida Postley,Canada,Nova Scotia,Halifax,44.648766,-63.575237,B3J 9S2,female,High School or Below,Rural,26222.0,Married,Star,10/22/2015,,2396.67,Standard,1
874614,Tama,Boulerice,Tama Boulerice,Canada,Saskatchewan,Regina,50.44521,-104.6189,S1J 3C5,female,High School or Below,Urban,26222.0,Married,Star,2/19/2017,,2396.67,Standard,1
264701,Young,Litman,Young Litman,Canada,British Columbia,Vancouver,49.28273,-123.12074,V1E 4R6,male,Master,Rural,22283.0,Divorced,Star,1/5/2016,,2397.04,Standard,1
367617,Jonnie,Kriete,Jonnie Kriete,Canada,Quebec,Quebec City,46.813877,-71.207977,G1B 3L5,male,Master,Suburban,22283.0,Divorced,Star,5/6/2019,7/17/2020,2397.04,Standard,0
405804,Clinton,Unrau,Clinton Unrau,Canada,Manitoba,Winnipeg,49.895138,-97.138374,R2C 0M5,male,Master,Rural,22283.0,Divorced,Star,10/30/2018,,2397.04,Standard,1
440213,Erwin,Killmer,Erwin Killmer,Canada,Quebec,Tremblant,46.118462,-74.596184,H5Y 2S9,male,Master,Suburban,22283.0,Divorced,Star,8/27/2019,7/23/2021,2397.04,Standard,0
543693,Myra,Jeska,Myra Jeska,Canada,Ontario,Ottawa,45.421532,-75.697189,K1G 4Z0,female,Master,Suburban,22283.0,Divorced,Star,5/25/2019,,2397.04,Standard,1
553389,Deedee,Tirona,Deedee Tirona,Canada,Newfoundland,St. John's,47.561508,-52.712578,A1C 6H9,male,Master,Urban,22283.0,Divorced,Star,3/4/2020,,2397.04,Standard,1
627373,Dedra,Durun,Dedra Durun,Canada,Quebec,Montreal,45.50169,-73.567253,H2Y 2W2,female,Master,Suburban,22283.0,Divorced,Star,9/4/2021,,2397.04,Standard,1
663659,Caitlin,Delasbour,Caitlin Delasbour,Canada,New Brunswick,Moncton,46.087818,-64.778229,E1A 2A7,female,Master,Suburban,22283.0,Divorced,Star,4/17/2021,,2397.04,2021 Promotion,1
816323,Sonja,Modero,Sonja Modero,Canada,Nova Scotia,Halifax,44.648766,-63.575237,B3C 2M8,female,Master,Rural,22283.0,Divorced,Star,3/5/2017,,2397.04,Standard,1
992769,Raye,Branseum,Raye Branseum,Canada,Quebec,Quebec City,46.813877,-71.207977,G1B 3L5,male,Master,Rural,22283.0,Divorced,Star,5/7/2021,,2397.04,Standard,1
996686,Janie,Ana,Janie Ana,Canada,Ontario,Toronto,43.653225,-79.383186,M8Y 4K8,male,Master,Suburban,22283.0,Divorced,Star,9/25/2019,,2397.04,Standard,1
477468,Lana,Boneta,Lana Boneta,Canada,Quebec,Montreal,45.50169,-73.567253,H4G 3T4,male,College,Urban,0.0,Single,Star,3/7/2016,,2397.54,Standard,1
953927,Faustina,Torrecillas,Faustina Torrecillas,Canada,Manitoba,Winnipeg,49.895138,-97.138374,R6Y 4T5,female,College,Urban,0.0,Single,Star,12/2/2020,8/2/2021,2397.54,Standard,0
421310,Thuy,Lerper,Thuy Lerper,Canada,British Columbia,Dawson Creek,55.759628,-120.23766,U5I 4F1,female,College,Rural,0.0,Married,Star,6/30/2015,,2398.33,Standard,1
585850,Kiersten,Carle,Kiersten Carle,Canada,Ontario,Toronto,43.653225,-79.383186,M2Z 4K1,female,College,Rural,0.0,Married,Star,6/9/2020,,2398.33,Standard,1
224298,Cynthia,Rigsby,Cynthia Rigsby,Canada,Ontario,Ottawa,45.421532,-75.697189,K1F 2R2,male,Doctor,Rural,14321.0,Single,Star,11/22/2019,,2398.35,Standard,1
395871,Porfirio,Pim,Porfirio Pim,Canada,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,female,Master,Rural,24182.0,Divorced,Star,1/20/2021,,2398.74,Standard,1
605320,Vernon,Santorelli,Vernon Santorelli,Canada,Ontario,Toronto,43.653225,-79.383186,P1L 8X8,male,Master,Suburban,24182.0,Divorced,Star,9/28/2016,,2398.74,Standard,1
648286,Dorothea,Shuck,Dorothea Shuck,Canada,Quebec,Montreal,45.50169,-73.567253,H2Y 4R4,female,Doctor,Rural,19112.0,Married,Star,12/11/2021,,2399.05,Standard,1
993650,Rafaela,Geigle,Rafaela Geigle,Canada,Manitoba,Winnipeg,49.895138,-97.138374,R3R 3T4,male,Doctor,Suburban,19112.0,Married,Star,7/30/2017,,2399.05,Standard,1
568786,Maribel,Chambliss,Maribel Chambliss,Canada,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,male,Doctor,Suburban,20992.0,Married,Star,4/28/2018,,2399.18,Standard,1
968325,Clementine,Kostel,Clementine Kostel,Canada,Ontario,Toronto,43.653225,-79.383186,P1W 1K4,male,Doctor,Rural,20992.0,Married,Star,6/20/2020,,2399.18,Standard,1
516276,Cherly,Warton,Cherly Warton,Canada,Saskatchewan,Regina,50.44521,-104.6189,S6J 3G0,male,Bachelor,Suburban,43246.0,Single,Star,5/23/2021,1/23/2019,2402.17,Standard,0
786827,Particia,Spettel,Particia Spettel,Canada,Ontario,Kingston,44.231171,-76.485954,M9K 2P4,female,Bachelor,Rural,43246.0,Single,Star,1/13/2021,,2402.17,Standard,1
525245,Treasa,Horde,Treasa Horde,Canada,British Columbia,Victoria,48.428421,-123.36565,V10 6T5,male,Bachelor,Urban,46210.0,Married,Star,3/10/2021,,2402.33,2021 Promotion,1
847183,Maurine,Crummell,Maurine Crummell,Canada,Quebec,Hull,45.42873,-75.713364,J8Y 3Z5,female,Bachelor,Urban,46210.0,Married,Star,10/27/2016,,2402.33,Standard,1
441389,Kent,Odear,Kent Odear,Canada,Ontario,Toronto,43.653225,-79.383186,P2T 6G3,male,Bachelor,Suburban,21629.0,Divorced,Star,12/16/2019,,2402.82,Standard,1
621583,Gwyneth,Settles,Gwyneth Settles,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,male,Bachelor,Urban,21629.0,Divorced,Star,11/28/2015,,2402.82,Standard,1
394812,Gary,Faycurry,Gary Faycurry,Canada,British Columbia,Vancouver,49.28273,-123.12074,V1E 4R6,female,Doctor,Rural,24248.0,Married,Star,4/9/2016,,2403.54,Standard,1
689981,Darren,Gonzalea,Darren Gonzalea,Canada,Ontario,Toronto,43.653225,-79.383186,M8Y 4K8,male,Doctor,Urban,24248.0,Married,Star,1/19/2016,,2403.54,Standard,1
326234,Hettie,Hostettler,Hettie Hostettler,Canada,Ontario,Toronto,43.653225,-79.383186,P1W 1K4,female,Bachelor,Urban,62488.0,Married,Star,7/13/2016,,2404.38,Standard,1
661442,Fredda,Lapenta,Fredda Lapenta,Canada,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,female,Bachelor,Urban,62488.0,Married,Star,12/26/2021,,2404.38,Standard,1
742749,Charity,Siglow,Charity Siglow,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,female,Bachelor,Suburban,45949.0,Single,Star,7/7/2015,,2404.46,Standard,1
839115,Alva,Coccoli,Alva Coccoli,Canada,Ontario,Toronto,43.653225,-79.383186,P2T 6G3,male,Bachelor,Urban,45949.0,Single,Star,1/20/2020,,2404.46,Standard,1
161415,Lasonya,Cova,Lasonya Cova,Canada,Quebec,Montreal,45.50169,-73.567253,H2T 2J6,female,Doctor,Rural,22239.0,Married,Star,10/7/2019,,2404.63,Standard,1
835133,Coleman,Gonda,Coleman Gonda,Canada,British Columbia,Victoria,48.428421,-123.36565,V10 6T5,male,Doctor,Suburban,22239.0,Married,Star,6/16/2021,,2404.63,Standard,1
585642,Ashley,Shape,Ashley Shape,Canada,Ontario,Toronto,43.653225,-79.383186,P1L 8X8,female,Bachelor,Rural,63455.0,Divorced,Star,5/8/2021,,2404.92,Standard,1
968632,Elsie,Wesloh,Elsie Wesloh,Canada,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,male,Bachelor,Rural,63455.0,Divorced,Star,11/14/2017,,2404.92,Standard,1
548638,Rosemarie,Deckelbaum,Rosemarie Deckelbaum,Canada,British Columbia,Whistler,50.116322,-122.95736,V6T 1Y8,female,Bachelor,Urban,63032.0,Married,Star,8/11/2021,,2405.62,Standard,1
743849,Margeret,Thibaudeau,Margeret Thibaudeau,Canada,Quebec,Montreal,45.50169,-73.567253,H2T 9K8,female,Bachelor,Suburban,63032.0,Married,Star,7/20/2016,,2405.62,Standard,1
202108,Jeanne,Blinston,Jeanne Blinston,Canada,Ontario,Sudbury,46.522099,-80.953033,M5V 1G5,female,College,Urban,0.0,Single,Star,7/24/2018,3/24/2019,2409.0,Standard,0
113861,Octavia,Ramano,Octavia Ramano,Canada,Quebec,Montreal,45.50169,-73.567253,H2T 2J6,female,College,Urban,0.0,Married,Star,6/5/2020,,2409.37,Standard,1
336138,Stephanie,Missey,Stephanie Missey,Canada,British Columbia,Victoria,48.428421,-123.36565,V10 6T5,male,College,Rural,0.0,Married,Star,7/25/2019,,2409.37,Standard,1
970351,Magaly,Devincenzo,Magaly Devincenzo,Canada,Ontario,Sudbury,46.522099,-80.953033,M5V 1G5,male,College,Suburban,0.0,Single,Star,2/26/2021,,2409.7,2021 Promotion,1
289476,Frances,Cotterman,Frances Cotterman,Canada,British Columbia,Vancouver,49.28273,-123.12074,V1E 4R6,female,Bachelor,Rural,59665.0,Single,Star,2/22/2021,,2409.76,2021 Promotion,1
592218,Jeramy,Rheaume,Jeramy Rheaume,Canada,Ontario,Toronto,43.653225,-79.383186,M8Y 4K8,male,Bachelor,Urban,59665.0,Single,Star,8/27/2018,1/24/2020,2409.76,Standard,0
201355,Rodolfo,Lipsie,Rodolfo Lipsie,Canada,Ontario,Trenton,44.101128,-77.576309,K8V 4B2,female,High School or Below,Urban,16258.0,Married,Star,11/22/2015,,2410.11,Standard,1
771220,Kraig,Viste,Kraig Viste,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3Z3,male,High School or Below,Rural,16258.0,Married,Star,1/14/2019,9/14/2019,2410.11,Standard,0
865352,Chaya,Pasley,Chaya Pasley,Canada,Ontario,Kingston,44.231171,-76.485954,M9K 2P4,female,College,Suburban,0.0,Single,Star,7/26/2021,3/26/2019,2410.36,Standard,0
191508,Queenie,Farrer,Queenie Farrer,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,male,Bachelor,Rural,41842.0,Married,Star,1/7/2021,,2410.5,Standard,1
432961,Arlyne,Wroblewski,Arlyne Wroblewski,Canada,Ontario,Toronto,43.653225,-79.383186,P2T 6G3,male,Bachelor,Suburban,41842.0,Married,Star,1/19/2021,,2410.5,Standard,1
103975,Chrystal,Schwuchow,Chrystal Schwuchow,Canada,Ontario,Toronto,43.653225,-79.383186,M2Z 4K1,male,Bachelor,Suburban,54483.0,Married,Star,8/21/2021,,2411.26,Standard,1
391861,Bernadette,Gorka,Bernadette Gorka,Canada,British Columbia,Dawson Creek,55.759628,-120.23766,U5I 4F1,male,Bachelor,Urban,54483.0,Married,Star,3/27/2020,,2411.26,Standard,1
434113,Aileen,Hillenbrand,Aileen Hillenbrand,Canada,Alberta,Banff,51.178398,-115.5708,T4V 1D4,female,High School or Below,Suburban,27501.0,Married,Star,6/29/2016,,2413.14,Standard,1
706510,Bell,Keep,Bell Keep,Canada,Ontario,Toronto,43.653225,-79.383186,M1R 4K3,male,High School or Below,Urban,27501.0,Married,Star,12/23/2017,,2413.14,Standard,1
348718,Else,Pistilli,Else Pistilli,Canada,Quebec,Hull,45.42873,-75.713364,J8Y 3Z5,male,College,Rural,0.0,Single,Star,10/20/2018,6/20/2019,2413.89,Standard,0
939485,James,Kirmer,James Kirmer,Canada,British Columbia,Victoria,48.428421,-123.36565,V10 6T5,male,College,Suburban,0.0,Single,Star,10/19/2015,,2413.89,Standard,1
577467,Mathilda,Apshire,Mathilda Apshire,Canada,British Columbia,Dawson Creek,55.759628,-120.23766,U5I 4F1,male,Doctor,Rural,12495.0,Divorced,Star,1/24/2018,,2413.93,Standard,1
618656,Gwendolyn,Batteen,Gwendolyn Batteen,Canada,Ontario,Toronto,43.653225,-79.383186,M2Z 4K1,male,Doctor,Rural,12495.0,Divorced,Star,4/14/2020,,2413.93,Standard,1
594028,Martina,Mihara,Martina Mihara,Canada,Ontario,Toronto,43.653225,-79.383186,P2T 6G3,female,College,Rural,0.0,Single,Star,6/21/2015,,2414.07,Standard,1
815344,Allena,Veroeven,Allena Veroeven,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,female,College,Suburban,0.0,Single,Star,11/28/2020,,2414.07,Standard,1
605761,Anitra,Moleski,Anitra Moleski,Canada,Saskatchewan,Regina,50.44521,-104.6189,S6J 3G0,female,Bachelor,Urban,79271.0,Married,Star,7/6/2016,,2414.64,Standard,1
946963,Latricia,Nevin,Latricia Nevin,Canada,Ontario,Kingston,44.231171,-76.485954,M9K 2P4,female,Bachelor,Rural,79271.0,Married,Star,8/15/2019,4/15/2020,2414.64,Standard,0
110422,Darron,Schnepel,Darron Schnepel,Canada,Nova Scotia,Halifax,44.648766,-63.575237,B3J 9S2,male,College,Rural,0.0,Single,Star,1/25/2021,,2414.77,Standard,1
917346,Alvaro,Drube,Alvaro Drube,Canada,Saskatchewan,Regina,50.44521,-104.6189,S6J 3G0,male,College,Suburban,0.0,Single,Star,6/27/2021,,2414.77,Standard,1
786330,Norene,Worstel,Norene Worstel,Canada,Ontario,Ottawa,45.421532,-75.697189,K1F 2R2,male,College,Rural,0.0,Single,Star,3/16/2017,2/26/2018,2415.06,Standard,0
506746,Anh,Saindon,Anh Saindon,Canada,Saskatchewan,Regina,50.44521,-104.6189,S1J 3C5,male,Bachelor,Urban,40903.0,Married,Star,9/20/2016,,2415.42,Standard,1
182159,Jerri,Macki,Jerri Macki,Canada,Quebec,Montreal,45.50169,-73.567253,H4G 3T4,male,College,Urban,0.0,Married,Star,9/30/2020,,2416.48,Standard,1
436705,Lauryn,Shopen,Lauryn Shopen,Canada,New Brunswick,Fredericton,45.963589,-66.643112,E3B 2H2,male,College,Rural,0.0,Married,Star,12/13/2017,4/24/2021,2416.48,Standard,0
688557,Danette,Katzer,Danette Katzer,Canada,British Columbia,Dawson Creek,55.759628,-120.23766,U5I 4F1,male,High School or Below,Rural,18944.0,Married,Star,1/16/2019,,2416.54,Standard,1
889061,Zora,Winks,Zora Winks,Canada,Ontario,Toronto,43.653225,-79.383186,M2Z 4K1,female,High School or Below,Rural,18944.0,Married,Star,7/21/2017,,2416.54,Standard,1
255019,Nancee,Wreath,Nancee Wreath,Canada,British Columbia,Victoria,48.428421,-123.36565,V10 6T5,male,College,Urban,0.0,Married,Star,12/7/2021,,2417.76,Standard,1
300376,Carolyn,Papandrea,Carolyn Papandrea,Canada,Quebec,Montreal,45.50169,-73.567253,H2T 2J6,female,College,Suburban,0.0,Married,Star,9/30/2018,6/22/2019,2417.76,Standard,0
876319,Karena,Divine,Karena Divine,Canada,Ontario,Toronto,43.653225,-79.383186,M2M 7K8,female,Bachelor,Suburban,51808.0,Married,Star,6/16/2015,,2417.76,Standard,1
946956,Bettye,Obiano,Bettye Obiano,Canada,Alberta,Peace River,56.23418,-117.28938,T9O 2W2,female,Bachelor,Rural,51808.0,Married,Star,4/2/2019,12/2/2019,2417.76,Standard,0
502047,Sanjuana,Hachting,Sanjuana Hachting,Canada,Nova Scotia,Halifax,44.648766,-63.575237,B3J 9S2,female,Bachelor,Rural,20200.0,Single,Star,5/20/2021,,2417.78,Standard,1
873578,Johnson,Bekius,Johnson Bekius,Canada,Saskatchewan,Regina,50.44521,-104.6189,S1J 3C5,female,Bachelor,Urban,20200.0,Single,Star,4/2/2019,12/2/2019,2417.78,Standard,0
