index,Loyalty,First Name,Last Name,Customer Name,Country,Province or State,City,Latitude,Longitude,Postal code,Gender,Education,Location Code,Income,Marital Status,LoyaltyStatus,EnrollmentDateOpening,CancellationDate,Customer Lifetime Value,EnrollmentType,IsActive
11084,465421,Lahoma,Brentley,Lahoma Brentley,Canada,British Columbia,Whistler,50.116322,-122.95736,V6T 1Y8,female,Bachelor,Rural,52980.0,Married,Star,9/16/2019,,2549.08,Standard,1
11085,439252,Nita,Langford,Nita Langford,Canada,Alberta,Edmonton,53.544388,-113.49093,T3G 6Y6,male,College,Urban,0.0,Single,Star,7/1/2019,3/1/2020,2549.45,Standard,0
11086,985839,Hassie,Chalupsky,Hassie Chalupsky,Canada,Ontario,Toronto,43.653225,-79.383186,M2M 6J7,male,College,Rural,0.0,Single,Star,3/18/2020,,2549.45,Standard,1
11087,321012,Juli,Tunon,Juli Tunon,Canada,Ontario,Trenton,44.101128,-77.576309,K8V 4B2,female,Bachelor,Rural,72217.0,Married,Star,6/14/2015,,2549.79,Standard,1
11088,528331,Dane,Taetzsch,Dane Taetzsch,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,male,Bachelor,Suburban,72217.0,Married,Star,1/21/2018,,2549.79,Standard,1
11089,383391,Mee,Fernades,Mee Fernades,Canada,Ontario,Kingston,44.231171,-76.485954,M9K 2P4,female,Bachelor,Suburban,31213.0,Married,Star,10/3/2021,,2550.0,Standard,1
11090,186810,Noma,Titzer,Noma Titzer,Canada,Quebec,Montreal,45.50169,-73.567253,H2Y 2W2,male,Bachelor,Rural,69230.0,Married,Star,3/21/2018,,2550.66,Standard,1
11091,771901,Renaldo,Zeidan,Renaldo Zeidan,Canada,Manitoba,Winnipeg,49.895138,-97.138374,R2C 0M5,male,Bachelor,Suburban,69230.0,Married,Star,7/23/2020,,2550.66,Standard,1
11092,104960,Rozanne,Dinkins,Rozanne Dinkins,Canada,Newfoundland,St. John's,47.561508,-52.712578,A1C 6H9,male,Bachelor,Suburban,79751.0,Married,Star,6/3/2015,,2551.23,Standard,1
11093,172200,Domonique,Auer,Domonique Auer,Canada,British Columbia,Vancouver,49.28273,-123.12074,V1E 4R6,male,Bachelor,Rural,79751.0,Married,Star,3/15/2021,,2551.23,2021 Promotion,1
11094,253412,Glayds,Nesspor,Glayds Nesspor,Canada,Quebec,Quebec City,46.813877,-71.207977,G1B 3L5,female,Bachelor,Urban,79751.0,Married,Star,12/30/2021,,2551.23,Standard,1
11095,293689,Elfreda,Stagman,Elfreda Stagman,Canada,Alberta,Edmonton,53.544388,-113.49093,T9G 1W3,male,Bachelor,Rural,79751.0,Married,Star,7/5/2021,3/5/2019,2551.23,Standard,0
11096,348400,Huey,Guemmer,Huey Guemmer,Canada,Ontario,Toronto,43.653225,-79.383186,M8Y 4K8,female,Bachelor,Rural,79751.0,Married,Star,9/7/2018,,2551.23,Standard,1
11097,354461,Allyn,Honegger,Allyn Honegger,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,female,Bachelor,Rural,79751.0,Married,Star,6/15/2018,,2551.23,Standard,1
11098,478986,Wilma,Almeida,Wilma Almeida,Canada,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,female,Bachelor,Rural,79751.0,Married,Star,12/18/2016,,2551.23,Standard,1
11099,729444,Ivette,Libel,Ivette Libel,Canada,Ontario,Toronto,43.653225,-79.383186,P2T 6G3,female,Bachelor,Rural,79751.0,Married,Star,5/4/2021,,2551.23,Standard,1
11100,750649,Carrie,Scouten,Carrie Scouten,Canada,Newfoundland,St. John's,47.561508,-52.712578,A1C 6H9,male,Bachelor,Urban,79751.0,Married,Star,3/27/2019,,2551.23,Standard,1
11101,805170,Bobette,Wears,Bobette Wears,Canada,Ontario,Toronto,43.653225,-79.383186,P1W 1K4,male,Bachelor,Suburban,79751.0,Married,Star,9/16/2017,,2551.23,Standard,1
11102,834790,Robert,Forcht,Robert Forcht,Canada,Quebec,Quebec City,46.813877,-71.207977,G1B 3L5,male,Bachelor,Suburban,79751.0,Married,Star,9/21/2021,,2551.23,Standard,1
11103,997434,Annalee,Rupard,Annalee Rupard,Canada,Ontario,Toronto,43.653225,-79.383186,M2M 7K8,male,Bachelor,Suburban,79751.0,Married,Star,12/18/2017,,2551.23,Standard,1
11104,218757,Jina,Rehor,Jina Rehor,Canada,Quebec,Montreal,45.50169,-73.567253,H2T 2J6,male,Bachelor,Rural,79452.0,Single,Star,12/20/2020,,2551.31,Standard,1
11105,830171,Ivonne,Shovlin,Ivonne Shovlin,Canada,British Columbia,Victoria,48.428421,-123.36565,V10 6T5,female,Bachelor,Rural,79452.0,Single,Star,9/1/2019,,2551.31,Standard,1
11106,571239,Jeni,Beckman,Jeni Beckman,Canada,Quebec,Montreal,45.50169,-73.567253,H2T 2J6,male,Bachelor,Suburban,88126.0,Married,Star,9/13/2017,,2551.35,Standard,1
11107,976529,Ceola,Mcbroome,Ceola Mcbroome,Canada,British Columbia,West Vancouver,49.328625,-123.16019,V6V 8Z3,male,Bachelor,Suburban,88126.0,Married,Star,5/3/2016,,2551.35,Standard,1
11108,127785,Jestine,Hemish,Jestine Hemish,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3Z3,male,Bachelor,Urban,50201.0,Married,Star,5/15/2017,,2552.0,Standard,1
11109,503357,Loise,Sanlatte,Loise Sanlatte,Canada,Ontario,Trenton,44.101128,-77.576309,K8V 4B2,female,Bachelor,Suburban,50201.0,Married,Star,3/13/2020,,2552.0,Standard,1
11110,166865,Shawnee,Cayton,Shawnee Cayton,Canada,Quebec,Montreal,45.50169,-73.567253,H2T 9K8,male,Bachelor,Suburban,75740.0,Married,Star,9/29/2015,,2552.04,Standard,1
11111,313732,Gala,Chelton,Gala Chelton,Canada,British Columbia,Whistler,50.116322,-122.95736,V6T 1Y8,male,Bachelor,Urban,75740.0,Married,Star,10/21/2016,,2552.04,Standard,1
11112,254579,Lilla,Grumet,Lilla Grumet,Canada,British Columbia,Vancouver,49.28273,-123.12074,V1E 4R6,male,Bachelor,Suburban,35149.0,Married,Star,2/27/2018,,2552.23,Standard,1
11113,631583,Concha,Smolensky,Concha Smolensky,Canada,Ontario,Toronto,43.653225,-79.383186,P1J 8T7,female,Bachelor,Rural,35149.0,Married,Star,9/16/2015,,2552.23,Standard,1
11114,799657,Debbi,Grimsley,Debbi Grimsley,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,female,Bachelor,Suburban,33124.0,Single,Star,9/5/2021,,2552.91,Standard,1
11115,957881,Esmeralda,Markley,Esmeralda Markley,Canada,Ontario,Toronto,43.653225,-79.383186,P1W 1K4,female,Bachelor,Urban,33124.0,Single,Star,10/8/2015,,2552.91,Standard,1
11116,649422,Caridad,Searer,Caridad Searer,Canada,Ontario,Toronto,43.653225,-79.383186,M2M 7K8,female,Bachelor,Rural,73935.0,Married,Star,10/17/2015,,2553.67,Standard,1
11117,733627,Marcelino,Vanwyk,Marcelino Vanwyk,Canada,Alberta,Peace River,56.23418,-117.28938,T9O 2W2,male,Bachelor,Suburban,73935.0,Married,Star,7/9/2020,,2553.67,Standard,1
11118,515929,Judy,Minkler,Judy Minkler,Canada,Quebec,Montreal,45.50169,-73.567253,H4G 3T4,male,Bachelor,Rural,22538.0,Married,Star,5/7/2021,,2554.03,Standard,1
11119,570600,Deloise,Diez,Deloise Diez,Canada,New Brunswick,Fredericton,45.963589,-66.643112,E3B 2H2,male,Bachelor,Suburban,22538.0,Married,Star,4/11/2016,,2554.03,Standard,1
11120,640614,Theressa,Playl,Theressa Playl,Canada,Manitoba,Winnipeg,49.895138,-97.138374,R2C 0M5,female,College,Suburban,0.0,Single,Star,6/17/2019,,2554.03,Standard,1
11121,864845,Azalee,Rankins,Azalee Rankins,Canada,Quebec,Montreal,45.50169,-73.567253,H2Y 4R4,female,College,Rural,0.0,Single,Star,12/25/2021,,2554.03,Standard,1
11122,431640,Emerson,Eschrich,Emerson Eschrich,Canada,Quebec,Montreal,45.50169,-73.567253,H2Y 4R4,female,College,Suburban,0.0,Married,Star,3/21/2020,,2554.19,Standard,1
11123,850414,Lucienne,Mcconville,Lucienne Mcconville,Canada,Manitoba,Winnipeg,49.895138,-97.138374,R2C 0M5,male,College,Suburban,0.0,Married,Star,6/23/2017,,2554.19,Standard,1
11124,352490,Freda,Hock,Freda Hock,Canada,Alberta,Edmonton,53.544388,-113.49093,T3G 6Y6,female,High School or Below,Suburban,12459.0,Married,Star,10/6/2019,,2554.44,Standard,1
11125,593327,Timothy,Sorsby,Timothy Sorsby,Canada,Ontario,Toronto,43.653225,-79.383186,M2M 7K8,female,High School or Below,Urban,12459.0,Married,Star,7/11/2019,3/5/2021,2554.44,Standard,0
11126,114214,Milo,Artinger,Milo Artinger,Canada,Quebec,Montreal,45.50169,-73.567253,H2T 9K8,female,College,Urban,0.0,Married,Star,5/2/2020,4/18/2021,2554.55,Standard,0
11127,562644,Elnora,Pollara,Elnora Pollara,Canada,British Columbia,West Vancouver,49.328625,-123.16019,V6V 8Z3,female,College,Rural,0.0,Married,Star,8/29/2016,,2554.55,Standard,1
11128,618494,Asa,Tizon,Asa Tizon,Canada,Ontario,Toronto,43.653225,-79.383186,M2M 7K8,female,College,Urban,0.0,Single,Star,9/6/2020,,2555.05,Standard,1
11129,662934,Kelvin,Deuschel,Kelvin Deuschel,Canada,Alberta,Peace River,56.23418,-117.28938,T9O 2W2,male,College,Urban,0.0,Single,Star,3/3/2021,,2555.05,2021 Promotion,1
11130,734458,Shirl,Preza,Shirl Preza,Canada,New Brunswick,Fredericton,45.963589,-66.643112,E3B 2H2,male,Bachelor,Urban,25385.0,Married,Star,2/11/2020,,2555.52,Standard,1
11131,784946,Mavis,Rehkop,Mavis Rehkop,Canada,Quebec,Montreal,45.50169,-73.567253,H4G 3T4,male,Bachelor,Urban,25385.0,Married,Star,12/22/2018,,2555.52,Standard,1
11132,433477,Britany,Totino,Britany Totino,Canada,Ontario,Kingston,44.231171,-76.485954,M9K 2P4,female,Doctor,Rural,18241.0,Married,Star,9/4/2021,,2555.54,Standard,1
11133,489244,Meaghan,Prys,Meaghan Prys,Canada,Yukon,Whitehorse,60.721188,-135.05684,Y2K 6R0,female,Doctor,Suburban,18241.0,Married,Star,12/9/2019,,2555.54,Standard,1
11134,352216,Claude,Loeper,Claude Loeper,Canada,New Brunswick,Fredericton,45.963589,-66.643112,E3B 2H2,female,Bachelor,Rural,22881.0,Single,Star,9/3/2021,,2555.85,Standard,1
11135,770568,Shamika,Gassoway,Shamika Gassoway,Canada,Quebec,Montreal,45.50169,-73.567253,H4G 3T4,female,Bachelor,Suburban,22881.0,Single,Star,4/3/2021,,2555.85,2021 Promotion,1
11136,492496,Mickie,Koppenhaver,Mickie Koppenhaver,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3Z3,female,Bachelor,Rural,23867.0,Married,Star,4/22/2020,,2556.61,Standard,1
11137,747571,Clarinda,Studer,Clarinda Studer,Canada,Quebec,Hull,45.42873,-75.713364,J8Y 3Z5,female,Bachelor,Suburban,23867.0,Married,Star,1/10/2016,,2556.61,Standard,1
11138,843737,Nancie,Vilkama,Nancie Vilkama,Canada,Ontario,Thunder Bay,48.380894,-89.247681,K8T 5M5,male,College,Suburban,0.0,Single,Star,6/3/2021,2/3/2019,2556.67,Standard,0
11140,483969,Mozell,Eakins,Mozell Eakins,Canada,Ontario,Toronto,43.653225,-79.383186,M8Y 4K8,male,College,Rural,0.0,Divorced,Star,12/6/2021,,2557.09,Standard,1
11141,547500,Francesco,Erlewine,Francesco Erlewine,Canada,Ontario,London,42.984924,-81.245277,M5B 3E4,female,Bachelor,Urban,72202.0,Married,Star,2/19/2017,,2557.59,Standard,1
11142,354084,Cuc,Georgis,Cuc Georgis,Canada,Alberta,Calgary,51.048615,-114.07085,T3E 2V9,male,College,Urban,0.0,Single,Star,8/1/2016,,2558.18,Standard,1
11143,634386,Bok,Ramelb,Bok Ramelb,Canada,Ontario,Toronto,43.653225,-79.383186,M2M 6J7,male,College,Suburban,0.0,Single,Star,12/21/2019,,2558.18,Standard,1
11144,482551,Ashleigh,Tambunga,Ashleigh Tambunga,Canada,Ontario,Toronto,43.653225,-79.383186,P2T 6G3,female,College,Suburban,0.0,Single,Star,10/19/2015,,2558.76,Standard,1
11145,788947,Karoline,Hrycenko,Karoline Hrycenko,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,female,College,Urban,0.0,Single,Star,8/13/2015,,2558.76,Standard,1
11146,753089,Jesenia,Hartling,Jesenia Hartling,Canada,New Brunswick,Fredericton,45.963589,-66.643112,E3B 2H2,female,Bachelor,Urban,88059.0,Married,Star,8/10/2017,,2560.08,Standard,1
11147,877419,Lovie,Fall,Lovie Fall,Canada,Quebec,Tremblant,46.118462,-74.596184,H5Y 2S9,female,Bachelor,Suburban,88059.0,Married,Star,8/13/2017,1/16/2021,2560.08,Standard,0
11148,106616,Roxanne,Cools,Roxanne Cools,Canada,Quebec,Montreal,45.50169,-73.567253,H2T 2J6,male,Bachelor,Rural,30027.0,Married,Star,7/13/2021,,2560.69,Standard,1
11149,618022,Lucio,Treadaway,Lucio Treadaway,Canada,British Columbia,Victoria,48.428421,-123.36565,V10 6T5,male,Bachelor,Suburban,30027.0,Married,Star,1/12/2018,,2560.69,Standard,1
11150,586365,Lakesha,Guridi,Lakesha Guridi,Canada,Quebec,Montreal,45.50169,-73.567253,H2Y 2W2,male,College,Urban,0.0,Single,Star,1/21/2021,,2561.58,Standard,1
11151,677153,Regena,Dunkentell,Regena Dunkentell,Canada,British Columbia,Whistler,50.116322,-122.95736,V6T 1Y8,female,College,Suburban,0.0,Single,Star,9/30/2021,,2561.58,Standard,1
11152,193946,Damion,Angalich,Damion Angalich,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3Z3,male,Bachelor,Rural,92038.0,Married,Star,11/2/2021,,2562.6,Standard,1
11153,891128,Jenelle,Overfield,Jenelle Overfield,Canada,Quebec,Hull,45.42873,-75.713364,J8Y 3Z5,male,Bachelor,Rural,92038.0,Married,Star,2/24/2017,,2562.6,Standard,1
11154,358151,Tomasa,Incera,Tomasa Incera,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3Z3,male,College,Urban,0.0,Single,Star,10/13/2020,,2562.84,Standard,1
11155,430559,Kurt,Throop,Kurt Throop,Canada,Prince Edward Island,Charlottetown,46.238239,-63.131069,C1A 6E8,male,College,Suburban,0.0,Single,Star,5/18/2017,5/4/2019,2562.84,Standard,0
11156,236129,Darby,Suite,Darby Suite,Canada,New Brunswick,Fredericton,45.963589,-66.643112,E3B 2H2,male,Doctor,Suburban,10860.0,Married,Star,9/16/2018,,2563.39,Standard,1
11157,879904,Sharolyn,Pinsky,Sharolyn Pinsky,Canada,Quebec,Montreal,45.50169,-73.567253,H4G 3T4,male,Doctor,Urban,10860.0,Married,Star,2/19/2016,,2563.39,Standard,1
11158,726309,Merle,Burckhard,Merle Burckhard,Canada,Ontario,Kingston,44.231171,-76.485954,M9K 2P4,male,College,Urban,0.0,Married,Star,5/5/2021,,2563.58,Standard,1
11160,498610,Dagny,Bodenstein,Dagny Bodenstein,Canada,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,female,College,Urban,0.0,Married,Star,9/22/2020,,2563.86,Standard,1
11161,728486,Humberto,Przekop,Humberto Przekop,Canada,Ontario,Toronto,43.653225,-79.383186,P1L 8X8,female,College,Urban,0.0,Married,Star,4/10/2018,,2563.86,Standard,1
11162,110394,Elenora,Tooms,Elenora Tooms,Canada,Manitoba,Winnipeg,49.895138,-97.138374,R2C 0M5,male,Bachelor,Suburban,68321.0,Single,Star,10/30/2016,,2565.12,Standard,1
11163,450865,Mary,Swendsen,Mary Swendsen,Canada,Quebec,Montreal,45.50169,-73.567253,H2Y 4R4,male,Bachelor,Urban,68321.0,Single,Star,12/27/2018,,2565.12,Standard,1
11164,711510,Gil,Kelcourse,Gil Kelcourse,Canada,Ontario,Kingston,44.231171,-76.485954,M9K 2P4,male,Bachelor,Suburban,67778.0,Married,Star,9/13/2017,,2566.4,Standard,1
11165,372652,Machelle,Candela,Machelle Candela,Canada,Ontario,Thunder Bay,48.380894,-89.247681,K8T 5M5,male,Bachelor,Rural,21375.0,Married,Star,2/4/2017,,2566.78,Standard,1
11166,294865,Patricia,Mckerlie,Patricia Mckerlie,Canada,Ontario,Toronto,43.653225,-79.383186,M1R 4K3,female,High School or Below,Suburban,25049.0,Married,Star,11/1/2017,,2566.87,Standard,1
11167,462595,Shawnda,Tilotta,Shawnda Tilotta,Canada,Alberta,Banff,51.178398,-115.5708,T4V 1D4,female,High School or Below,Suburban,25049.0,Married,Star,7/9/2019,,2566.87,Standard,1
11168,328180,Chassidy,Higgin,Chassidy Higgin,Canada,Alberta,Calgary,51.048615,-114.07085,T3E 2V9,male,Bachelor,Suburban,40864.0,Married,Star,2/6/2021,,2567.15,2021 Promotion,1
11169,444365,Talitha,Alu,Talitha Alu,Canada,Ontario,Toronto,43.653225,-79.383186,M2M 6J7,female,Bachelor,Suburban,40864.0,Married,Star,4/11/2019,,2567.15,Standard,1
11171,164298,Ali,Gavidia,Ali Gavidia,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,female,High School or Below,Suburban,11167.0,Married,Star,6/20/2018,12/14/2020,2568.84,Standard,0
11172,167465,Shenita,Douyon,Shenita Douyon,Canada,Ontario,Toronto,43.653225,-79.383186,P2T 6G3,female,High School or Below,Rural,11167.0,Married,Star,10/19/2020,,2568.84,Standard,1
11173,722089,Vonda,Hurrell,Vonda Hurrell,Canada,Quebec,Montreal,45.50169,-73.567253,H4G 3T4,male,Bachelor,Rural,79297.0,Married,Star,6/27/2020,,2569.69,Standard,1
11174,802452,Dannielle,Bogart,Dannielle Bogart,Canada,New Brunswick,Fredericton,45.963589,-66.643112,E3B 2H2,female,Bachelor,Rural,79297.0,Married,Star,1/13/2017,,2569.69,Standard,1
11175,214605,Christen,Crampton,Christen Crampton,Canada,Nova Scotia,Halifax,44.648766,-63.575237,B3J 9S2,female,Bachelor,Rural,58498.0,Married,Star,12/26/2018,,2570.16,Standard,1
11176,592515,Lucilla,Griseta,Lucilla Griseta,Canada,Saskatchewan,Regina,50.44521,-104.6189,S6J 3G0,male,Bachelor,Suburban,58498.0,Married,Star,9/7/2015,,2570.16,Standard,1
11177,299107,Margret,Kerstein,Margret Kerstein,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3Z3,female,Bachelor,Urban,69446.0,Married,Star,2/16/2018,,2570.19,Standard,1
11178,613303,Nada,Schlink,Nada Schlink,Canada,Ontario,Trenton,44.101128,-77.576309,K8V 4B2,male,Bachelor,Urban,69446.0,Married,Star,1/26/2016,,2570.19,Standard,1
11179,602587,Kraig,Ramagano,Kraig Ramagano,Canada,Ontario,Toronto,43.653225,-79.383186,P1L 8X8,female,Bachelor,Rural,49304.0,Single,Star,2/8/2018,,2570.24,Standard,1
11180,674643,Meagan,Tommie,Meagan Tommie,Canada,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,female,Bachelor,Suburban,49304.0,Single,Star,6/16/2021,,2570.24,Standard,1
11181,138810,Reagan,Acy,Reagan Acy,Canada,Quebec,Quebec City,46.813877,-71.207977,G1B 3L5,male,Bachelor,Rural,44940.0,Single,Star,5/27/2021,,2570.43,Standard,1
11182,314081,Merlin,Motzer,Merlin Motzer,Canada,Newfoundland,St. John's,47.561508,-52.712578,A1C 6H9,female,Bachelor,Urban,44940.0,Single,Star,8/9/2020,,2570.43,Standard,1
11183,545278,Doyle,Wood,Doyle Wood,Canada,Ontario,Toronto,43.653225,-79.383186,P2T 6G3,male,College,Suburban,0.0,Married,Star,9/4/2018,,2570.76,Standard,1
11184,625859,Jennell,Turkel,Jennell Turkel,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,female,College,Suburban,0.0,Married,Star,1/20/2016,,2570.76,Standard,1
11185,844556,Edra,Jakob,Edra Jakob,Canada,Quebec,Montreal,45.50169,-73.567253,H2T 9K8,male,Bachelor,Urban,29697.0,Married,Star,2/17/2020,,2571.26,Standard,1
11186,925385,Cristen,Brunderman,Cristen Brunderman,Canada,British Columbia,Whistler,50.116322,-122.95736,V6T 1Y8,male,Bachelor,Suburban,29697.0,Married,Star,7/15/2015,,2571.26,2021 Promotion,1
11187,351500,So,Rend,So Rend,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,female,Bachelor,Urban,72685.0,Married,Star,9/17/2015,,2572.45,Standard,1
11188,459164,Yoko,Yantzer,Yoko Yantzer,Canada,Ontario,Toronto,43.653225,-79.383186,P1W 1K4,female,Bachelor,Suburban,72685.0,Married,Star,4/23/2021,,2572.45,2021 Promotion,1
11189,730246,Todd,Baumhoer,Todd Baumhoer,Canada,Ontario,Toronto,43.653225,-79.383186,P1W 1K4,male,Bachelor,Urban,21104.0,Divorced,Star,1/29/2021,,2572.51,Standard,1
11190,999631,Sheldon,Yuste,Sheldon Yuste,Canada,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,female,Bachelor,Urban,21104.0,Divorced,Star,1/29/2017,,2572.51,Standard,1
11191,574771,Matilda,Bigio,Matilda Bigio,Canada,Quebec,Hull,45.42873,-75.713364,J8Y 3Z5,female,Bachelor,Suburban,29500.0,Divorced,Star,7/9/2015,,2573.72,Standard,1
11192,975949,Luvenia,Merrion,Luvenia Merrion,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3Z3,male,Bachelor,Rural,29500.0,Divorced,Star,12/7/2021,,2573.72,Standard,1
11193,165224,Keesha,Cuadro,Keesha Cuadro,Canada,Alberta,Peace River,56.23418,-117.28938,T9O 2W2,female,Bachelor,Rural,34990.0,Single,Star,8/12/2019,4/12/2020,2574.02,Standard,0
11194,237858,Bee,Bruggman,Bee Bruggman,Canada,Ontario,Toronto,43.653225,-79.383186,M8Y 4K8,male,Bachelor,Rural,34990.0,Single,Star,3/7/2021,,2574.02,2021 Promotion,1
11195,260855,Ming,Arevalo,Ming Arevalo,Canada,Manitoba,Winnipeg,49.895138,-97.138374,R3R 3T4,male,Bachelor,Urban,34990.0,Single,Star,5/27/2017,,2574.02,Standard,1
11196,296567,Felice,Latzig,Felice Latzig,Canada,Quebec,Montreal,45.50169,-73.567253,H4G 3T4,female,Bachelor,Suburban,34990.0,Single,Star,3/24/2021,,2574.02,2021 Promotion,1
11197,427140,Jackelyn,Harmison,Jackelyn Harmison,Canada,British Columbia,Vancouver,49.28273,-123.12074,V1E 4R6,male,Bachelor,Suburban,34990.0,Single,Star,1/7/2018,,2574.02,Standard,1
11198,458029,Rudy,Boelter,Rudy Boelter,Canada,Ontario,Toronto,43.653225,-79.383186,M8Y 4K8,female,Bachelor,Suburban,34990.0,Single,Star,10/5/2017,4/7/2019,2574.02,Standard,0
11199,616083,Romeo,Ovitt,Romeo Ovitt,Canada,Quebec,Montreal,45.50169,-73.567253,H2Y 4R4,male,Bachelor,Rural,34990.0,Single,Star,7/5/2016,,2574.02,Standard,1
11200,675651,Michaela,Tatevosian,Michaela Tatevosian,Canada,New Brunswick,Fredericton,45.963589,-66.643112,E3B 2H2,female,Bachelor,Urban,34990.0,Single,Star,5/13/2019,,2574.02,Standard,1
11201,717762,Sammie,Larusso,Sammie Larusso,Canada,Ontario,Toronto,43.653225,-79.383186,M2M 7K8,male,Bachelor,Rural,34990.0,Single,Star,1/15/2021,9/15/2021,2574.02,Standard,0
11202,720079,Devin,Covone,Devin Covone,Canada,British Columbia,Dawson Creek,55.759628,-120.23766,U5I 4F1,female,Bachelor,Rural,34990.0,Single,Star,5/28/2020,,2574.02,Standard,1
11203,740090,Darrin,Fritchman,Darrin Fritchman,Canada,Ontario,Toronto,43.653225,-79.383186,P1L 8X8,female,Bachelor,Urban,34990.0,Single,Star,4/23/2018,,2574.02,Standard,1
11204,839527,Valentine,Bielecki,Valentine Bielecki,Canada,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,male,Bachelor,Rural,34990.0,Single,Star,4/4/2019,,2574.02,Standard,1
11205,198900,Ross,Mackins,Ross Mackins,Canada,Saskatchewan,Regina,50.44521,-104.6189,S6J 3G0,female,Bachelor,Rural,43846.0,Married,Star,1/18/2019,,2574.2,Standard,1
11206,340881,Kathlene,Castagnier,Kathlene Castagnier,Canada,Ontario,Kingston,44.231171,-76.485954,M9K 2P4,female,Bachelor,Urban,43846.0,Married,Star,3/4/2016,1/23/2017,2574.2,Standard,0
11207,216762,Kristeen,Jastrzebski,Kristeen Jastrzebski,Canada,Ontario,Toronto,43.653225,-79.383186,P1J 8T7,female,High School or Below,Suburban,28700.0,Married,Star,4/22/2017,,2575.32,Standard,1
11208,824351,Conception,Almodovar,Conception Almodovar,Canada,British Columbia,Vancouver,49.28273,-123.12074,V1E 4R6,female,High School or Below,Urban,28700.0,Married,Star,6/2/2017,,2575.32,Standard,1
11209,510440,Domitila,Radisovich,Domitila Radisovich,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,male,Bachelor,Urban,24732.0,Divorced,Star,5/7/2018,,2576.38,Standard,1
11210,803234,Providencia,Beebee,Providencia Beebee,Canada,Ontario,Trenton,44.101128,-77.576309,K8V 4B2,female,Bachelor,Suburban,24732.0,Divorced,Star,1/20/2016,,2576.38,Standard,1
11211,493598,Fatimah,Ridel,Fatimah Ridel,Canada,Alberta,Edmonton,53.544388,-113.49093,T3G 6Y6,male,High School or Below,Suburban,26854.0,Married,Star,5/9/2015,,2576.46,Standard,1
11212,848694,Clara,Schenkel,Clara Schenkel,Canada,Ontario,Toronto,43.653225,-79.383186,M2M 7K8,male,High School or Below,Rural,26854.0,Married,Star,4/23/2020,1/5/2021,2576.46,Standard,0
11213,688731,Keila,Wheeless,Keila Wheeless,Canada,Ontario,Toronto,43.653225,-79.383186,M1R 4K3,female,Bachelor,Rural,37574.0,Married,Star,11/12/2021,,2576.51,Standard,1
11214,839356,Marna,Saleado,Marna Saleado,Canada,Alberta,Calgary,51.048615,-114.07085,T3E 2V9,female,Bachelor,Urban,37574.0,Married,Star,11/23/2016,,2576.51,Standard,1
11215,141655,Grace,Lardieri,Grace Lardieri,Canada,Quebec,Montreal,45.50169,-73.567253,H4G 3T4,male,Bachelor,Urban,74215.0,Married,Star,2/11/2016,,2577.32,Standard,1
11216,549751,Tonja,Burkhalter,Tonja Burkhalter,Canada,New Brunswick,Fredericton,45.963589,-66.643112,E3B 2H2,female,Bachelor,Urban,74215.0,Married,Star,7/3/2017,,2577.32,Standard,1
11217,443232,Charley,Chhuon,Charley Chhuon,Canada,Quebec,Montreal,45.50169,-73.567253,H3T 8L4,female,Bachelor,Urban,49467.0,Divorced,Star,1/28/2016,,2577.51,Standard,1
11218,588993,Florida,Slinsky,Florida Slinsky,Canada,Manitoba,Winnipeg,49.895138,-97.138374,R6Y 4T5,female,Bachelor,Rural,49467.0,Divorced,Star,8/2/2021,,2577.51,Standard,1
11219,451425,Otilia,Nicholls,Otilia Nicholls,Canada,Ontario,Toronto,43.653225,-79.383186,M2M 7K8,male,Bachelor,Urban,34946.0,Married,Star,4/18/2019,,2578.27,Standard,1
11220,928354,Lorine,Apo,Lorine Apo,Canada,Alberta,Peace River,56.23418,-117.28938,T9O 2W2,female,Bachelor,Suburban,34946.0,Married,Star,9/7/2016,,2578.27,Standard,1
11221,534813,Gilberte,Holsing,Gilberte Holsing,Canada,Quebec,Tremblant,46.118462,-74.596184,H5Y 2S9,female,Bachelor,Urban,59974.0,Divorced,Star,2/22/2020,,2578.84,Standard,1
